InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV10212,P3296,Third None,37,2024-10-27 18:33:21,63.57,10045.0,France
INV10079,P2084,Open Himself,15,2025-06-16 14:19:44,38.06,10074.0,France
INV10148,P2133,Great Attack,26,2025-06-28 00:51:05,95.51,10028.0,Australia
INV10302,P5905,Couple Bag,40,2025-01-13 13:13:12,53.72,10050.0,France
INV10665,P8753,Story Why,1,2023-08-12 21:35:17,96.77,10086.0,France
INV10328,P8239,Laugh Camera,17,2024-05-24 01:15:58,24.02,10035.0,Australia
INV10669,P6419,Wait Quickly,25,2024-03-05 19:01:02,42.38,10050.0,Netherlands
INV10344,P6862,Bill Defense,30,2024-05-23 15:16:57,21.96,10082.0,Canada
INV10711,P4020,Sell Resource,37,2023-10-13 04:43:41,55.7,10063.0,Canada
INV10507,P3503,Plan Occur,23,2024-06-29 03:14:09,74.6,10060.0,USA
INV10133,P9837,Week Let,1,2025-07-29 05:22:40,81.56,10006.0,Netherlands
INV10554,P7211,Despite Thousand,17,2023-11-29 14:59:36,18.95,10024.0,Australia
INV10311,P4450,From Source,46,2025-03-22 11:24:17,95.77,10014.0,USA
INV10758,P4824,Break Mission,46,2024-04-03 18:58:32,99.71,10052.0,Canada
INV10499,P6502,Process Range,26,2024-04-25 22:40:11,68.84,10026.0,Netherlands
INV10000,P2824,Amount Grow,39,2025-06-14 20:12:51,37.91,10064.0,Canada
INV10316,P9004,Return Left,41,2024-12-05 15:42:17,32.06,10029.0,Australia
INV10713,P5136,Along Hear,35,2025-07-21 17:45:09,35.02,10092.0,Australia
INV10551,P3977,Provide Study,50,2023-09-13 12:18:22,18.66,10073.0,United Kingdom
INV10803,P8700,Onto Size,10,2023-10-03 01:14:26,17.55,10088.0,United Kingdom
INV10536,P1475,Why Lawyer,37,2025-01-17 11:09:44,75.21,10057.0,France
INV10745,P2229,Food Learn,37,2025-06-22 22:21:48,-8.046634345945938,10039.0,Netherlands
INV10845,P3594,Mouth Often,38,2024-03-20 20:46:35,56.36,10002.0,France
INV10172,P4770,Pm Staff,45,2025-01-22 08:30:59,79.55,10051.0,United Kingdom
INV10125,P9317,Audience Purpose,24,2025-02-21 19:35:54,17.68,10062.0,Germany
INV10989,P1803,Dinner Team,44,2024-01-24 09:49:24,99.14,10057.0,Canada
INV10423,P7211,Green Say,34,2025-07-24 01:48:33,44.88,10043.0,Canada
INV10808,P2713,Board Pretty,14,2025-02-10 00:27:22,34.7,10005.0,USA
INV10911,P3361,Effect Seven,26,2024-06-22 07:21:20,1.29,10014.0,Netherlands
INV10090,P9830,Move Cost,26,2023-10-05 05:41:26,82.86,10062.0,Canada
INV10947,P5000,At Education,7,2025-07-01 22:19:38,17.36,10042.0,USA
INV10181,P2160,Wall Side,28,2023-09-10 20:37:06,1.26,10035.0,Canada
INV10274,P4910,Off Technology,7,2025-05-24 20:41:41,26.45,10025.0,Australia
INV10903,P9229,Grow Environment,42,2025-05-11 19:54:39,97.11,10042.0,USA
INV10069,P7216,Anything Glass,29,2025-03-04 08:24:35,73.56,10047.0,Netherlands
INV10291,P6718,Difference Without,16,2025-07-09 00:35:08,87.46,10015.0,Germany
INV10131,P7126,Why Option,27,2024-11-01 01:17:47,84.87,10003.0,Germany
INV10300,P9666,Deep Work,36,2024-03-31 05:43:23,63.17,10079.0,Australia
INV10932,P8110,Pretty End,49,2025-07-03 18:13:39,22.63,10031.0,USA
INV10326,P5291,Risk Energy,7,2024-08-04 14:31:53,48.35,10075.0,Canada
INV10144,P4946,Office Form,27,2024-03-13 08:37:28,82.42,10037.0,France
INV10497,P4841,Front Seem,16,2024-01-02 22:06:41,73.07,10037.0,Canada
INV10677,P4155,Indicate News,39,2024-12-22 16:58:56,79.38,10094.0,USA
INV10950,P3950,Drug Grow,23,2023-09-16 13:31:48,88.34,10096.0,United Kingdom
INV10135,P1009,,37,2025-05-31 13:37:38,15.75,10053.0,Australia
INV10781,P9090,News Operation,22,2025-03-15 14:17:58,53.02,10089.0,United Kingdom
INV10164,P9479,Wall Memory,36,2025-08-11 20:56:31,97.7,10059.0,United Kingdom
INV10028,P3547,North Unit,25,2025-08-04 07:18:14,59.2,10035.0,France
INV10960,P5161,Support Staff,37,2024-09-23 15:37:30,72.04,10049.0,Canada
INV10193,P4119,Institution Continue,27,2025-04-02 04:03:12,30.9,10021.0,Australia
INV10961,P8529,Little Seat,28,2024-05-28 18:12:07,83.13,10036.0,Australia
INV10643,P6576,Soon Adult,9,2024-01-06 13:27:50,56.64,10042.0,Canada
INV10169,P2049,Cut Health,28,2024-12-06 01:15:54,80.18,10020.0,France
INV10985,P1359,Kitchen Low,47,2025-01-03 10:50:19,64.15,10089.0,Netherlands
INV10140,P6947,Evening Paper,5,2024-04-05 14:37:38,55.39,10000.0,USA
INV10173,P4608,Treat Air,6,2024-10-04 19:13:54,19.34,10087.0,Canada
INV10006,P2679,Of Entire,39,2024-05-11 05:22:00,41.1,10078.0,United Kingdom
INV10896,P8749,State Success,32,2024-03-18 00:09:07,45.08,10029.0,Germany
INV10481,P7991,Relate Represent,3,2023-11-21 12:51:55,67.47,10045.0,Australia
INV10073,P1916,Him North,34,2024-02-11 09:42:27,16.46,10060.0,USA
INV10689,P4180,Role Opportunity,28,2025-01-02 22:41:41,75.18,10010.0,USA
INV10583,P8619,Need Process,49,2024-06-13 19:09:22,80.34,10026.0,Australia
INV10238,P8454,Reflect True,6,2025-05-28 05:34:43,7.92,10014.0,Germany
INV10145,P2290,Society Clear,9,2024-09-17 18:07:50,43.66,10000.0,Canada
INV10799,P3973,Throw Military,3,2025-07-30 12:20:33,11.53,10054.0,France
INV10234,P7209,Suggest Every,38,2024-04-26 01:24:21,62.1,10077.0,Australia
INV10220,P2604,Bag While,37,2024-11-10 23:55:58,72.73,10093.0,Germany
INV10478,P6198,Strong Book,5,2024-08-18 04:44:52,50.11,10078.0,USA
INV10718,P9056,Thought Worry,41,2023-12-05 23:37:41,45.72,10038.0,Netherlands
INV10132,P3646,Discover Able,35,2025-07-07 23:10:39,91.51,10085.0,Netherlands
INV10521,P7232,Public Type,24,2023-09-05 13:31:46,20.2,10074.0,Netherlands
INV10984,P5837,Again Right,34,2025-01-28 21:32:35,18.01,10085.0,France
INV10185,P8953,Yourself Become,1,2024-08-13 21:27:49,79.58,10079.0,Canada
INV10041,P3045,Light Possible,9,2025-07-25 00:08:29,54.45,10034.0,Germany
INV10616,P3506,Assume Him,31,2025-01-07 17:59:28,5.93,10049.0,France
INV10108,P8668,We Foreign,8,2024-03-06 23:32:56,87.91,10036.0,Netherlands
INV10594,P7498,Heart Old,25,2023-10-20 20:08:10,74.26,10058.0,Germany
INV10056,P8428,Information Of,-15,2024-08-02 22:54:31,68.91,10041.0,Australia
INV10408,P8066,Nothing Cut,24,2024-05-22 12:18:40,8.57,10060.0,France
INV10445,P2530,Hour Age,45,2024-06-02 06:33:02,51.95,10093.0,Australia
INV10567,P9837,Available Just,11,2024-05-09 22:00:57,3.27,10004.0,USA
INV10868,P3236,Service Reveal,17,2025-08-11 09:49:13,62.99,10080.0,Canada
INV10024,P3615,Interview Feeling,33,2024-07-31 18:39:45,45.43,10035.0,Germany
INV10420,P3085,According Participant,23,2024-04-26 09:56:53,88.36,10093.0,USA
INV10449,P4262,Some Year,35,2024-10-10 18:38:35,97.62,10020.0,Netherlands
INV10535,P8956,Cost Black,43,2025-01-03 02:55:39,2.09,10078.0,France
INV10778,P5460,Gun These,21,2023-12-14 03:01:15,26.18,10008.0,Germany
INV10660,P4630,Question High,38,2024-06-08 02:16:54,72.79,10058.0,United Kingdom
INV10934,P2646,Push That,15,2023-11-11 11:53:25,5.39,10011.0,United Kingdom
INV10338,P8041,Human Enjoy,45,2025-02-15 17:26:54,2.75,10078.0,United Kingdom
INV10051,P2307,Guess Feeling,20,2023-09-10 02:51:30,11.23,10018.0,France
INV10715,P2869,Guy Meeting,20,2025-05-12 17:19:58,39.68,10055.0,Germany
INV10519,P7381,Place Life,4,2024-08-13 15:54:13,88.26,10020.0,Netherlands
INV10928,P4846,Against Always,26,2024-04-25 20:41:09,84.55,10074.0,United Kingdom
INV10638,P3979,Purpose Person,43,2025-08-03 09:05:01,27.55,10053.0,France
INV10264,P2964,Police Industry,1,2024-08-02 08:38:41,48.01,10063.0,Netherlands
INV10541,P8657,Magazine Card,40,2025-01-28 14:45:56,47.56,10084.0,Germany
INV10717,P7565,Once Red,47,2025-02-21 18:53:09,37.82,10009.0,USA
INV10688,P2647,Receive Interesting,20,2023-09-07 23:31:15,46.56,10018.0,Canada
INV10589,P6096,Ever Drive,37,2025-07-31 20:20:04,50.12,10020.0,France
INV10522,P8814,Someone We,16,2024-01-20 10:08:29,88.1,10029.0,United Kingdom
INV10450,P3414,Teacher Up,40,2024-05-29 02:15:11,67.07,10012.0,Netherlands
INV10018,P9928,Tend Watch,24,2025-06-21 02:06:19,40.27,10064.0,Australia
INV10722,P3444,Condition Meet,31,2024-07-22 04:18:04,20.37,10012.0,Australia
INV10486,P8373,Claim Image,22,2023-12-22 09:37:58,63.97,10055.0,Germany
INV10572,P1659,Imagine Government,36,2024-07-28 00:10:29,74.85,10003.0,France
INV10436,P8244,Enjoy Meeting,37,2025-07-02 08:16:09,94.29,10095.0,France
INV10367,P4269,Sea Consumer,49,2024-11-18 23:16:13,65.75,10060.0,Germany
INV10083,P9179,Direction Home,40,2025-01-25 03:08:07,86.6,10047.0,Australia
INV10061,P4432,Behavior Inside,36,2024-01-11 06:47:25,26.17,10022.0,France
INV10440,P3780,Leg Present,44,2024-07-25 10:31:20,55.41,10037.0,Germany
INV10272,P4346,Force Heavy,42,2024-02-25 05:47:50,67.48,10012.0,USA
INV10285,P2200,Source As,32,2024-08-19 12:30:10,35.29,10024.0,Netherlands
INV10360,P5371,Change Expect,46,2024-10-12 18:17:07,22.86,10001.0,France
INV10354,P7755,Player Probably,49,2023-12-03 21:50:53,18.6,10059.0,United Kingdom
INV10652,P9004,Civil Republican,42,2024-05-10 06:44:16,88.33,10083.0,United Kingdom
INV10278,P5915,Bag Its,49,2025-07-18 20:29:32,51.18,10057.0,Germany
INV10012,P2535,Ball Present,36,2025-06-29 20:24:34,31.9,10021.0,Netherlands
INV10182,P9423,Couple Increase,25,2025-01-08 10:28:05,64.16,10048.0,France
INV10368,P8541,Treat Man,46,2024-01-10 09:19:01,36.07,10078.0,USA
INV10495,P2269,Apply Expect,5,2024-12-13 10:10:28,27.66,10096.0,Netherlands
INV10621,P9817,Particular Account,35,2024-03-07 15:22:29,6.67,10011.0,United Kingdom
INV10223,P1241,Front Public,1,2024-09-10 13:09:07,82.05,10029.0,Netherlands
INV10810,P6403,Owner Wife,46,2024-07-04 12:16:59,22.34,10076.0,United Kingdom
INV10705,P1200,Make Poor,45,2023-09-04 17:40:40,17.0,10039.0,United Kingdom
INV10506,P7275,Skin Newspaper,37,2024-04-27 04:29:34,76.06,10095.0,Canada
INV10549,P3223,Determine Media,46,2025-06-07 18:44:38,66.64,10042.0,USA
INV10588,P3683,Require Realize,32,2024-07-10 15:58:36,64.12,10074.0,Australia
INV10737,P2625,Only Seem,8,2024-04-24 18:53:15,36.95,10010.0,United Kingdom
INV10176,P1964,Beautiful Against,44,2024-06-04 04:09:16,9.62,10045.0,USA
INV10740,P5335,Again Page,26,2023-10-04 14:53:57,51.2,10095.0,Netherlands
INV10633,P7209,Yourself Effect,31,2025-01-18 00:37:47,78.93,10065.0,France
INV10591,P1420,Building Provide,49,2025-05-01 20:41:30,68.91,10004.0,Australia
INV10590,P2771,Tree Enjoy,12,2023-10-27 14:10:16,18.65,10043.0,Netherlands
INV10393,P6663,Program Require,2,2024-09-06 15:19:18,15.77,10057.0,Germany
INV10163,P8177,Wind Next,29,2023-12-23 16:31:10,40.59,10011.0,United Kingdom
INV10248,P1998,Kitchen Lead,3,2024-10-19 14:00:32,36.93,10066.0,USA
INV10707,P8690,,21,2024-10-14 23:28:52,94.72,10039.0,USA
INV10893,P7730,Mission Start,3,2024-12-10 21:19:51,17.32,10001.0,Canada
INV10675,P4777,Issue Building,19,2025-07-30 19:49:28,40.99,10007.0,Canada
INV10375,P7528,Allow Notice,33,2024-06-17 08:32:02,14.25,10044.0,United Kingdom
INV10412,P3041,Security Section,45,2025-05-03 15:43:29,78.34,10015.0,France
INV10074,P4752,College Training,10,2024-03-27 08:14:20,24.22,10049.0,United Kingdom
INV10113,P9797,Discussion Model,42,2024-10-27 20:44:50,65.26,10084.0,USA
INV10578,P4908,Never Present,49,2023-11-23 15:04:25,13.12,10074.0,USA
INV10938,P1474,Drive Ball,26,2024-10-15 21:47:04,82.0,10007.0,Germany
INV10390,P1626,Eat Discover,2,2024-02-20 20:08:58,64.96,10091.0,United Kingdom
INV10104,P7916,Piece Involve,8,2024-01-02 05:42:15,76.75,10059.0,Germany
INV10114,P5371,,39,2025-01-28 14:15:04,33.51,10001.0,France
INV10417,P6344,Number Foreign,16,2024-03-02 13:10:23,23.47,10058.0,Germany
INV10593,P7149,Home Hand,23,2023-10-05 14:27:15,74.97,10040.0,United Kingdom
INV10457,P7790,His Suffer,17,2023-08-15 01:36:30,89.69,10078.0,United Kingdom
INV10409,P2146,Two Suggest,13,2023-08-27 04:24:37,28.66,10012.0,Netherlands
INV10092,P8019,Step Social,45,2025-06-16 15:14:29,58.14,10045.0,Germany
INV10568,P1853,Single Remain,29,2025-01-13 21:39:13,32.89,10050.0,France
INV10089,P5040,Mention Make,24,2024-07-29 18:11:04,94.15,10058.0,USA
INV10336,P7049,Not Class,38,2024-06-19 16:48:19,85.29,10076.0,Netherlands
INV10998,P2591,Make Letter,6,2025-05-21 13:08:28,22.39,10057.0,Germany
INV10929,P5708,Challenge Play,36,2025-02-21 18:01:32,29.21,10097.0,France
INV10941,P1919,Program Trial,14,2025-01-14 15:00:56,57.9,10061.0,United Kingdom
INV10611,P9031,Road Degree,12,2024-06-25 04:28:14,48.61,10092.0,Germany
INV10599,P5941,Summer Staff,49,2025-04-18 02:42:35,17.36,10082.0,USA
INV10617,P8135,Accept Few,19,2024-10-25 16:12:42,90.49,10032.0,Germany
INV10094,P6930,Benefit Matter,29,2023-10-31 16:18:04,16.77,10073.0,Australia
INV10011,P1488,Toward Outside,24,2023-09-04 06:06:54,65.56,10020.0,Canada
INV10396,P9379,Safe Kitchen,40,2024-07-09 08:49:43,25.1,10086.0,France
INV10873,P9318,Audience Whole,6,2024-08-26 17:08:36,27.51,10014.0,Canada
INV10043,P2291,Night Class,18,2024-06-18 13:30:59,98.68,10024.0,United Kingdom
INV10042,P7201,Tv Type,-1,2025-02-25 07:51:48,4.38,10084.0,Netherlands
INV10329,P8007,Here Short,33,2023-09-10 00:15:58,8.92,10078.0,Germany
INV10167,P5061,Above Prepare,7,2025-08-11 01:31:46,13.2,10022.0,France
INV10500,P6238,Ability Reflect,48,2024-10-15 12:03:58,10.1,10019.0,France
INV10884,P6446,Leader Choose,11,2024-10-06 22:36:29,7.4,10058.0,Australia
INV10603,P9728,And Born,22,2025-07-09 02:46:39,70.07,10003.0,France
INV10892,P4826,Score Total,32,2024-10-07 06:12:41,34.74,10015.0,France
INV10100,P1771,Affect Vote,9,2024-10-23 19:28:44,9.96,10072.0,Netherlands
INV10426,P7653,Certainly Paper,23,2024-05-11 22:16:42,74.87,10079.0,Germany
INV10178,P2104,Child So,20,2023-10-07 23:06:39,37.98,10054.0,Australia
INV10444,P6491,Because Marriage,6,2025-04-01 18:22:09,9.18,10000.0,Australia
INV10416,P7691,Everyone Would,46,2024-03-11 09:27:38,45.56,10039.0,United Kingdom
INV10653,P4937,Accept Family,9,2025-07-17 16:44:49,39.95,10054.0,France
INV10890,P4912,Way Official,25,2023-12-31 02:14:32,46.98,10088.0,United Kingdom
INV10664,P7046,Fill Doctor,45,2025-02-24 14:49:26,94.76,10052.0,Netherlands
INV10177,P4750,Small Design,44,2024-05-07 20:42:59,81.76,10031.0,Canada
INV10395,P8149,Interview Special,17,2024-06-04 19:27:21,86.6,10015.0,France
INV10682,P4138,Interest Already,39,2023-08-29 03:25:09,43.43,10048.0,Netherlands
INV10801,P9056,This Truth,37,2025-07-07 12:51:16,1.38,10067.0,Australia
INV10970,P6661,Rule Course,17,2023-09-17 12:07:14,55.41,10020.0,France
INV10980,P4886,Imagine Letter,47,2025-01-18 18:06:33,50.71,10065.0,United Kingdom
INV10383,P9785,Film Land,46,2023-10-02 23:49:36,83.6,10063.0,France
INV10966,P9955,Or Check,22,2023-10-06 12:33:26,80.24,10098.0,United Kingdom
INV10618,P3885,If Home,47,2024-07-02 08:13:57,91.03,10058.0,United Kingdom
INV10257,P9320,Player Approach,7,2024-03-27 03:07:39,17.88,10000.0,Canada
INV10335,P1590,Somebody Force,30,2025-04-24 16:17:26,28.5,10065.0,Australia
INV10015,P9279,Even Way,3,2023-11-20 18:13:30,1.89,10029.0,Australia
INV10635,P1470,Three Within,35,2025-06-12 09:34:10,37.75,10048.0,USA
INV10324,P6464,Thus Kid,20,2024-08-13 01:16:43,66.96,10021.0,France
INV10765,P3441,Position Education,2,2024-10-02 07:39:40,82.47,10047.0,Germany
INV10222,P9856,Follow Agent,33,2024-08-04 04:59:13,34.77,10032.0,France
INV10179,P1514,Other Evidence,30,2025-04-30 23:06:34,53.12,,United Kingdom
INV10993,P6772,Pressure Challenge,37,2024-03-28 01:10:54,45.44,10031.0,Australia
INV10521,P7232,Public Type,24,2023-09-05 13:31:46,20.2,10074.0,Netherlands
INV10022,P5557,Feeling Result,2,2025-03-26 22:24:35,44.76,10048.0,Australia
INV10356,P3938,Kid Practice,44,2025-01-12 14:07:48,62.19,10094.0,Netherlands
INV10679,P2958,Color New,10,2024-01-23 16:18:55,61.68,10019.0,Netherlands
INV10869,P2143,Operation Chance,20,2025-04-12 17:07:50,53.6,10053.0,France
INV10340,P1685,Late Understand,27,2025-03-07 21:23:29,37.12,10063.0,USA
INV10431,P4443,Simply Up,49,2025-02-27 03:19:07,51.35,10011.0,Netherlands
INV10802,P2494,Beautiful Help,37,2025-05-25 17:58:01,68.49,10058.0,United Kingdom
INV10841,P8941,Dark Mean,14,2025-02-19 09:09:40,70.23,10077.0,Canada
INV10203,P1993,Job Which,24,2025-07-26 00:05:56,87.06,10029.0,Germany
INV10636,P9098,Soldier Cause,23,2023-10-27 20:41:33,43.46,10065.0,United Kingdom
INV10093,P7543,Thus Miss,41,2023-12-15 16:44:32,35.51,10002.0,Netherlands
INV10806,P6460,Approach Improve,17,2025-01-10 07:09:27,8.19,10012.0,Netherlands
INV10068,P8573,Anything American,4,2025-03-22 02:55:58,94.04,10042.0,United Kingdom
INV10628,P2419,College These,39,2024-01-25 13:50:05,28.99,10055.0,Netherlands
INV10284,P2638,Surface Vote,37,2025-07-06 00:44:19,38.71,10042.0,Australia
INV10885,P9903,Thought Threat,16,2025-05-28 04:06:39,95.63,10089.0,Australia
INV10434,P8618,Let Cut,15,2025-01-08 07:25:33,99.17,10017.0,Australia
INV10153,P3705,You Bag,49,2025-01-16 15:32:58,20.26,10070.0,Australia
INV10075,P1525,Law Deep,36,2023-12-04 23:33:44,96.37,10066.0,Netherlands
INV10737,P2625,Only Seem,8,2024-04-24 18:53:15,36.95,10010.0,United Kingdom
INV10446,P4848,Wrong Activity,32,2024-02-20 14:29:37,89.99,10044.0,Australia
INV10188,P3167,Boy Thing,41,2024-08-12 03:32:39,36.72,10060.0,USA
INV10271,P5272,Party Meeting,30,2024-02-09 03:13:44,25.12,10070.0,Netherlands
INV10236,P7396,Else Near,5,2024-01-28 08:24:56,83.35,10046.0,Australia
INV10487,P5246,Whom Machine,29,2024-05-29 02:22:33,22.89,10058.0,USA
INV10117,P5808,Individual Close,7,2023-09-01 08:02:57,56.78,10059.0,Australia
INV10826,P8569,Already Space,3,2024-01-06 09:45:25,38.57,10052.0,Germany
INV10512,P6421,Write Black,31,2025-01-23 17:16:20,58.14,10094.0,Germany
INV10557,P8449,Fall Safe,29,2023-12-28 16:59:22,87.55,10082.0,France
INV10597,P4978,Heart Heart,30,2023-12-25 22:35:45,56.99,10073.0,Australia
INV10126,P2743,Half Article,37,2025-04-22 23:18:01,64.62,10021.0,France
INV10116,P2827,Themselves Poor,28,2025-01-22 18:03:20,61.37,10057.0,USA
INV10473,P2988,Option Name,40,2024-07-17 19:37:45,39.48,10021.0,Australia
INV10965,P5712,Go Behind,39,2024-06-16 14:22:31,66.86,10048.0,Canada
INV10057,P6977,Music Down,47,2024-01-29 17:04:11,2.72,10049.0,Australia
INV10680,P9779,Side Growth,26,2024-12-19 13:46:32,23.39,10052.0,USA
INV10920,P6383,Result Certainly,26,2025-06-05 12:55:11,47.5,,United Kingdom
INV10369,P6728,Main Her,31,2025-03-31 12:45:48,53.02,10047.0,Australia
INV10268,P7868,Over Decide,50,2025-06-13 09:14:49,2.98,10087.0,Netherlands
INV10046,P4150,Never Budget,14,2023-09-20 18:57:07,6.12,10003.0,France
INV10349,P7658,Trial Others,5,2023-08-22 20:18:28,43.6,10039.0,Germany
INV10195,P2588,Station Nation,37,2025-07-01 18:39:40,85.27,10004.0,Australia
INV10136,P6310,Lose Under,47,2025-02-18 09:12:05,53.14,10087.0,France
INV10842,P2989,Adult Be,2,2024-03-20 14:34:43,84.11,10031.0,Germany
INV10743,P4929,Near Now,28,2023-09-17 23:37:26,37.01,10063.0,USA
INV10263,P7615,Myself Decision,40,2023-08-12 03:13:39,98.14,10048.0,Canada
INV10443,P9445,Money Stand,4,2023-10-12 17:20:54,43.01,10060.0,Australia
INV10809,P3634,Day Create,9,2024-04-23 19:12:10,86.77,,Germany
INV10304,P3200,Ready Shoulder,35,2025-01-18 14:17:19,14.99,10077.0,Canada
INV10341,P6050,Miss Bag,27,2024-05-13 07:30:55,39.26,10092.0,Canada
INV10604,P8018,Mind Current,13,2024-07-19 07:19:56,93.03,10064.0,Netherlands
INV10976,P4263,Manager Station,3,2024-08-11 07:56:04,64.96,10005.0,Canada
INV10149,P9727,Leader Husband,42,2025-04-25 03:31:32,65.81,10004.0,France
INV10124,P3927,Teach Computer,23,2023-09-30 23:49:12,59.12,10097.0,United Kingdom
INV10793,P1659,Receive Part,28,2023-10-31 15:37:45,74.07,10059.0,Germany
INV10830,P9494,Light Toward,44,2023-12-17 12:25:08,41.86,10002.0,Germany
INV10050,P5741,Ago Dream,2,2024-09-30 14:03:55,9.77,10025.0,Australia
INV10353,P3900,Student The,35,2023-10-12 08:34:03,27.27,10003.0,Germany
INV10935,P8269,Speech Condition,47,2024-03-29 22:27:36,28.5,10096.0,Netherlands
INV10142,P4923,Personal Many,14,2023-12-30 04:19:11,71.83,10002.0,Canada
INV10470,P8611,Style Woman,32,2024-01-16 22:24:51,10.41,10000.0,Australia
INV10399,P4114,Exist Wait,43,2024-08-26 08:21:16,61.79,10020.0,Germany
INV10631,P4995,Dog Send,39,2025-06-28 05:25:54,28.3,10012.0,France
INV10320,P7939,Grow Seven,33,2024-11-20 20:50:54,83.1,10047.0,Australia
INV10019,P7873,Scene Guess,44,2024-03-26 09:57:43,24.47,10044.0,Canada
INV10817,P2442,Beautiful Product,40,2024-04-28 06:07:48,24.04,10038.0,Netherlands
INV10800,P8141,Fire Coach,23,2024-09-17 02:12:11,32.18,10038.0,USA
INV10816,P8451,Control Back,49,2025-01-30 20:55:51,90.46,10003.0,Netherlands
INV10407,P6967,Establish Let,25,2023-09-22 04:47:40,81.08,10041.0,Canada
INV10537,P7371,Employee Possible,12,2023-12-19 06:58:52,76.11,10098.0,USA
INV10626,P6280,Source Far,23,2023-09-06 08:22:49,47.73,10002.0,Netherlands
INV10038,P1711,Fear Leave,37,2023-09-14 10:03:49,45.19,10026.0,Germany
INV10175,P2163,Relate Would,28,2025-07-20 06:23:00,43.03,10054.0,Germany
INV10245,P4566,System Fish,6,2025-06-22 10:20:23,19.84,10061.0,France
INV10836,P5375,Oil Various,47,2024-08-03 15:57:40,96.66,10071.0,Netherlands
INV10673,P6023,Teach Sense,6,2023-11-05 12:58:16,98.07,10094.0,Australia
INV10761,P7965,Ability Machine,18,2023-10-31 01:33:11,13.85,10008.0,Australia
INV10866,P4122,History Role,17,2024-08-06 02:38:37,34.7,10019.0,Germany
INV10154,P5342,Mean Herself,32,2025-01-05 05:09:48,17.47,10066.0,Australia
INV10287,P4492,Table Open,41,2024-02-23 10:33:47,51.46,10078.0,Australia
INV10820,P6296,Always Themselves,28,2023-10-06 06:00:48,89.99,10076.0,Netherlands
INV10569,P6733,During Act,36,2024-08-27 04:06:58,64.01,10020.0,Germany
INV10750,P8699,Board Himself,9,2025-07-24 14:37:42,12.65,10061.0,Germany
INV10017,P4257,Because Operation,2,2024-02-06 19:17:59,60.27,10027.0,Australia
INV10127,P5889,Different Authority,35,2023-12-19 15:23:16,76.18,10010.0,United Kingdom
INV10322,P1722,Per Open,21,2025-01-29 00:12:24,95.33,10095.0,United Kingdom
INV10255,P3579,Firm Wide,20,2025-07-17 19:43:05,63.86,10097.0,Netherlands
INV10774,P3037,Environment Challenge,32,2025-05-18 22:09:55,98.82,10038.0,France
INV10974,P8484,Sell Performance,4,2025-01-30 22:06:28,75.24,10027.0,USA
INV10190,P4981,Instead Strong,39,2023-10-24 01:49:37,77.22,10005.0,Germany
INV10115,P6573,Participant Happen,41,2024-03-09 06:58:34,63.39,10060.0,USA
INV10622,P8921,Election Continue,12,2025-07-12 17:13:30,23.3,10039.0,France
INV10606,P2129,Step Into,49,2024-10-25 03:38:36,6.56,10075.0,Germany
INV10180,P6413,Great Decide,11,2023-12-24 05:26:34,12.12,10004.0,United Kingdom
INV10301,P1128,Member Wonder,38,2024-05-09 10:39:41,67.76,10040.0,Netherlands
INV10513,P9890,Development Feeling,10,2024-04-08 13:13:26,87.84,10014.0,Canada
INV10899,P3492,Act Glass,21,2024-03-23 00:32:17,67.97,10092.0,USA
INV10730,P7232,Student Election,32,2024-03-29 13:30:07,20.39,10063.0,Canada
INV10843,P1472,Interest Price,11,2023-08-28 04:43:48,98.2,10098.0,Germany
INV10667,P6632,Avoid When,17,2025-02-09 06:11:38,3.18,10072.0,Germany
INV10517,P4388,Test Defense,5,2023-08-26 14:40:30,81.36,10074.0,Canada
INV10994,P4588,Such Someone,6,2025-07-21 12:19:13,9.35,10080.0,Canada
INV10045,P6925,Fire Mention,25,2023-10-28 04:17:47,23.88,10014.0,Netherlands
INV10917,P6546,Foot Mission,45,2024-03-20 01:23:12,45.6,10086.0,Germany
INV10157,P4470,Position Charge,37,2024-07-12 23:32:02,67.34,10082.0,Netherlands
INV10751,P5771,Close Street,33,2024-01-06 12:53:38,74.23,10086.0,United Kingdom
INV10171,P1344,Others Production,42,2025-04-25 17:11:10,30.23,10062.0,Australia
INV10016,P1434,Degree Customer,22,2025-07-14 13:11:35,59.25,10024.0,Netherlands
INV10511,P7678,My Whom,34,2025-04-09 18:38:39,10.28,10034.0,USA
INV10048,P1750,Create Magazine,9,2024-06-06 04:50:50,23.25,10072.0,France
INV10981,P7248,Ago Every,36,2023-11-05 03:38:42,14.75,10037.0,Netherlands
INV10848,P7684,Listen Race,50,2025-04-20 20:41:33,63.87,10048.0,France
INV10515,P7812,Image Could,32,2025-06-14 12:03:28,16.92,10012.0,USA
INV10692,P6912,Will Power,39,2025-01-11 21:09:03,12.08,10070.0,France
INV10480,P9270,Then Right,29,2025-07-27 07:30:43,99.25,10059.0,Germany
INV10283,P8508,Summer Reflect,5,2023-10-28 16:24:01,34.83,10016.0,France
INV10849,P2527,Onto Firm,34,2024-09-25 01:49:16,45.53,10058.0,Australia
INV10660,P4630,Question High,38,2024-06-08 02:16:54,72.79,10058.0,United Kingdom
INV10225,P4872,Certainly Strong,2,2025-05-30 07:50:56,34.39,10031.0,United Kingdom
